player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,minutes_90s,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Marc Albrighton,eng ENG,"DF,FW",eng Leicester City,31-104,1989,5.0,5.0,364.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.25,0.25,0.0,0.25,4.0,5.0,2.0,40.0,1.24,0.49,0.0,0.0,0.0,4.0,3.0,0.0,11.0,6.0,1.0,0.0,0.0,0.0
Paco Alcácer,es ESP,FW,es Villarreal,27-184,1993,4.0,2.0,161.0,5.0,1.0,1.0,2.0,0.0,0.0,2.8,0.56,3.35,2.24,2.8,1.8,7.0,7.0,100.0,3.91,3.91,0.57,0.57,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Toby Alderweireld,be BEL,DF,eng Tottenham,32-000,1989,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Rúnar Alex Rúnarsson,is ISL,GK,eng Arsenal,26-012,1995,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Almoatasembellah Ali,ly LBY,MF,pt Braga,24-330,1996,7.0,4.0,339.0,1.0,0.0,0.0,0.0,2.0,0.0,0.27,0.0,0.27,0.27,0.27,3.8,3.0,1.0,33.3,0.8,0.27,0.33,1.0,0.0,3.0,1.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0
Dele Alli,eng ENG,MF,eng Tottenham,24-325,1996,6.0,4.0,321.0,2.0,3.0,1.0,1.0,2.0,0.0,0.56,0.84,1.4,0.28,1.12,3.6,9.0,6.0,66.7,2.52,1.68,0.11,0.17,0.0,6.0,6.0,0.0,7.0,3.0,7.0,0.0,0.0,0.0
Christos Almpanis,gr GRE,FW,gr AEK Athens,26-117,1994,2.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Éder Álvarez Balanta,co COL,MF,be Club Brugge,28-002,1993,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
Edson Álvarez,mx MEX,MF,nl Ajax,23-129,1997,2.0,2.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
Rodrigo Alves Soares,br BRA,DF,gr PAOK,28-066,1992,5.0,4.0,373.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,4.0,2.0,0.0,0.0,0.0
