player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,minutes_90s,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Nazareno Solís,ar ARG,"FW,MF",Aldosivi,25,1994,17.0,14.0,1209.0,2.0,1.0,0.0,0.0,3.0,0.0,0.15,0.07,0.22,0.15,0.22,13.4,15.0,4.0,26.7,1.12,0.3,0.13,0.5,0.0,11.0,24.0,3.0,69.0,13.0,8.0,0.0,0.0,0.0
Alan Soñora,ar ARG,MF,Independiente,20,1998,2.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,1.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0
Joel Soñora,us USA,MF,Arsenal,22,1996,17.0,5.0,557.0,4.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.65,0.65,0.65,6.2,12.0,7.0,58.3,1.94,1.13,0.33,0.57,0.0,5.0,13.0,1.0,18.0,8.0,10.0,0.0,0.0,0.0
Jesús Soraire,ar ARG,MF,Arsenal,30,1988,22.0,20.0,1640.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,18.2,23.0,5.0,21.7,1.26,0.27,0.0,0.0,0.0,32.0,27.0,0.0,24.0,33.0,20.0,0.0,0.0,0.0
Diego Sosa,ar ARG,"MF,FW",Argentinos Jun,27,1991,15.0,9.0,872.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,0.0,0.21,9.7,19.0,4.0,21.1,1.96,0.41,0.0,0.0,0.0,4.0,10.0,4.0,58.0,5.0,8.0,0.0,0.0,0.0
Santiago Sosa,ar ARG,MF,River Plate,20,1999,2.0,2.0,158.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
Alexis Soto,ar ARG,DF,Racing Club,25,1993,11.0,8.0,763.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,8.5,4.0,2.0,50.0,0.47,0.24,0.0,0.0,0.0,20.0,8.0,1.0,23.0,20.0,9.0,0.0,0.0,0.0
Claudio Spinelli,ar ARG,FW,Gimnasia ELP,22,1997,9.0,4.0,372.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,13.0,4.0,30.8,3.15,0.97,0.0,0.0,0.0,13.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
Matías Suárez,ar ARG,FW,River Plate,31,1988,21.0,19.0,1506.0,7.0,6.0,0.0,0.0,3.0,0.0,0.42,0.36,0.78,0.42,0.78,16.7,56.0,20.0,35.7,3.35,1.2,0.13,0.35,0.0,26.0,37.0,22.0,27.0,4.0,9.0,0.0,0.0,0.0
Cristian Tarragona,ar ARG,"FW,MF",Patronato,28,1991,23.0,21.0,1949.0,9.0,0.0,0.0,0.0,4.0,0.0,0.42,0.0,0.42,0.42,0.42,21.7,62.0,19.0,30.6,2.86,0.88,0.15,0.47,0.0,53.0,46.0,8.0,10.0,5.0,26.0,0.0,0.0,0.0
Nahuel Tenaglia,ar ARG,DF,Talleres,23,1996,22.0,21.0,1899.0,2.0,0.0,0.0,0.0,4.0,0.0,0.09,0.0,0.09,0.09,0.09,21.1,12.0,3.0,25.0,0.57,0.14,0.17,0.67,0.0,22.0,19.0,0.0,19.0,40.0,33.0,0.0,0.0,1.0
Carlos Tevez,ar ARG,"FW,MF",Boca Juniors,35,1984,17.0,11.0,1054.0,9.0,2.0,0.0,1.0,2.0,0.0,0.77,0.17,0.94,0.77,0.94,11.7,34.0,20.0,58.8,2.9,1.71,0.26,0.45,0.0,16.0,33.0,5.0,38.0,2.0,9.0,0.0,0.0,0.0
Horacio Tijanovich,ar ARG,"FW,MF",Gimnasia ELP,23,1996,17.0,14.0,1237.0,1.0,1.0,0.0,0.0,5.0,0.0,0.07,0.07,0.15,0.07,0.15,13.7,22.0,10.0,45.5,1.6,0.73,0.05,0.1,0.0,15.0,38.0,14.0,59.0,6.0,9.0,0.0,0.0,0.0
Facundo Tobares,ar ARG,FW,Aldosivi,19,2000,1.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Gastón Togni,ar ARG,MF,Independiente,21,1997,5.0,2.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,2.0,3.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0
Gustavo Toledo,ar ARG,DF,Tucumán,29,1989,3.0,2.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
Javier Toledo,ar ARG,FW,Tucumán,33,1986,19.0,16.0,1465.0,5.0,2.0,0.0,0.0,11.0,1.0,0.31,0.12,0.43,0.31,0.43,16.3,37.0,14.0,37.8,2.27,0.86,0.14,0.36,1.0,53.0,22.0,14.0,4.0,0.0,11.0,0.0,0.0,0.0
Fernando Torrent,ar ARG,DF,Arsenal,27,1991,23.0,22.0,1987.0,1.0,3.0,0.0,0.0,4.0,0.0,0.05,0.14,0.18,0.05,0.18,22.1,13.0,4.0,30.8,0.59,0.18,0.08,0.25,0.0,25.0,26.0,1.0,102.0,16.0,42.0,0.0,0.0,1.0
Lautaro Torres,ar ARG,MF,Patronato,22,1996,6.0,4.0,371.0,1.0,0.0,0.0,0.0,0.0,1.0,0.24,0.0,0.24,0.24,0.24,4.1,9.0,4.0,44.4,2.18,0.97,0.11,0.25,0.0,6.0,8.0,0.0,9.0,7.0,7.0,0.0,0.0,0.0
Sebastián Torrico,ar ARG,GK,San Lorenzo,39,1980,12.0,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Torsiglieri,ar ARG,DF,Gimnasia ELP,31,1988,8.0,7.0,675.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0
Julio César González Trinidad,py PAR,DF,Defensa y Just,27,1992,15.0,15.0,1245.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,13.8,3.0,1.0,33.3,0.22,0.07,0.0,0.0,0.0,21.0,9.0,2.0,17.0,20.0,23.0,0.0,0.0,0.0
Nicolás Tripichio,ar ARG,"DF,MF",Defensa y Just,23,1996,6.0,4.0,359.0,1.0,1.0,0.0,0.0,2.0,0.0,0.25,0.25,0.5,0.25,0.5,4.0,3.0,2.0,66.7,0.75,0.5,0.33,0.5,0.0,12.0,6.0,0.0,9.0,3.0,9.0,0.0,0.0,0.0
Franco Troyansky,ar ARG,"FW,MF",CA Unión,22,1997,22.0,9.0,1041.0,4.0,1.0,1.0,1.0,1.0,0.0,0.35,0.09,0.43,0.26,0.35,11.6,33.0,8.0,24.2,2.85,0.69,0.09,0.38,0.0,26.0,16.0,13.0,23.0,4.0,9.0,0.0,0.0,0.0
Ezequiel Unsain,ar ARG,GK,Defensa y Just,24,1995,23.0,23.0,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Bruno Urribarri,ar ARG,"DF,MF",Patronato,32,1986,8.0,7.0,603.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,5.0,1.0,20.0,0.75,0.15,0.0,0.0,0.0,10.0,4.0,0.0,22.0,5.0,14.0,0.0,0.0,0.0
Agustín Urzi,ar ARG,MF,Banfield,19,2000,18.0,15.0,1403.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,15.6,29.0,7.0,24.1,1.86,0.45,0.0,0.0,0.0,38.0,34.0,0.0,71.0,12.0,30.0,0.0,0.0,0.0
Lautaro Valenti,ar ARG,DF,Lanús,20,1999,22.0,22.0,1980.0,3.0,0.0,0.0,0.0,6.0,0.0,0.14,0.0,0.14,0.14,0.14,22.0,18.0,4.0,22.2,0.82,0.18,0.17,0.75,0.0,26.0,18.0,0.0,3.0,22.0,31.0,0.0,0.0,0.0
