player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Jean-Eudes Aholou,ci CIV,MF,Monaco,26-322,1994,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.26,0.0,0.26,0.26,0.26,0.4,2.0,1.0,0.0,50.0,5.0,2.5,0.0,0.0,0.05,-0.1,-0.1,8.0,10.0,80.0,157.0,33.0,1.0,1.0,100.0,7.0,8.0,87.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,17.0,1.0,9.0,6.0,3.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,12.0,1.0,0.0,0.0,12.0,10.0,83.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,50.0
Rayan Aït Nouri,fr FRA,DF,Angers,19-244,2001,3.0,2.0,187.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.48,0.1,0.1,0.4,0.04,0.17,0.21,0.04,0.21,2.1,1.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.08,-0.1,-0.1,136.0,149.0,91.3,1873.0,750.0,90.0,92.0,97.8,36.0,43.0,83.7,4.0,6.0,66.7,0.6,4.0,1.0,4.0,3.0,12.0,129.0,20.0,0.0,0.0,11.0,2.0,4.0,0.0,0.0,0.0,0.0,116.0,15.0,18.0,117.0,8.0,2.0,20.0,0.0,0.0,0.0,1.0,1.0,8.0,3.85,6.0,0.0,2.0,0.0,0.0,2.0,0.96,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,4.0,50.0,2.0,33.0,11.0,33.3,19.0,10.0,4.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0,173.0,2.0,39.0,101.0,48.0,5.0,153.0,8.0,10.0,80.0,9.0,0.0,133.0,537.0,367.0,19.0,6.0,1.0,137.0,128.0,93.4,4.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,12.0,2.0,4.0,33.3
Ludovic Ajorque,re REU,FW,Strasbourg,26-346,1994,22.0,21.0,1859.0,10.0,4.0,3.0,4.0,4.0,0.0,0.48,0.19,0.68,0.34,0.53,11.8,8.7,3.0,0.57,0.15,0.72,0.42,0.57,20.7,44.0,19.0,0.0,43.2,2.13,0.92,0.16,0.37,0.2,-1.8,-1.7,404.0,560.0,72.1,6970.0,1419.0,204.0,266.0,76.7,134.0,184.0,72.8,45.0,66.0,68.2,1.0,24.0,34.0,14.0,6.0,41.0,514.0,46.0,0.0,1.0,167.0,30.0,21.0,0.0,0.0,0.0,0.0,276.0,165.0,119.0,295.0,115.0,56.0,5.0,14.0,1.0,14.0,9.0,22.0,44.0,2.13,34.0,0.0,1.0,6.0,3.0,7.0,0.34,4.0,0.0,1.0,0.0,2.0,0.0,21.0,10.0,1.0,14.0,6.0,1.0,18.0,5.6,17.0,225.0,54.0,24.0,17.0,101.0,107.0,10.0,4.0,0.0,6.0,5.0,24.0,0.0,759.0,28.0,76.0,406.0,314.0,104.0,711.0,10.0,17.0,58.8,10.0,0.0,396.0,1807.0,927.0,52.0,14.0,14.0,941.0,564.0,59.9,47.0,21.0,0.0,19.0,30.0,10.0,1.0,0.0,0.0,74.0,87.0,64.0,57.6
Marley Aké,fr FRA,FW,Marseille,20-031,2001,9.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.67,0.0,0.67,0.67,0.67,1.6,4.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.27,-1.1,-1.1,28.0,35.0,80.0,414.0,125.0,17.0,19.0,89.5,7.0,9.0,77.8,3.0,5.0,60.0,0.0,0.0,2.0,0.0,0.0,3.0,33.0,2.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,6.0,8.0,3.0,24.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,2.0,6.9,4.0,9.0,16.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,65.0,1.0,10.0,27.0,29.0,8.0,63.0,4.0,7.0,57.1,5.0,0.0,41.0,205.0,119.0,6.0,0.0,2.0,99.0,47.0,47.5,3.0,8.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,7.0,4.0,6.0,40.0
Sofiane Alakouch,fr FRA,DF,Nîmes,22-191,1998,11.0,7.0,643.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.28,0.28,0.0,0.28,0.0,0.0,1.1,0.0,0.15,0.16,0.0,0.16,7.1,1.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.03,0.0,0.0,308.0,371.0,83.0,5304.0,1992.0,148.0,162.0,91.4,128.0,148.0,86.5,26.0,45.0,57.8,0.9,4.0,21.0,2.0,0.0,27.0,305.0,66.0,5.0,0.0,27.0,7.0,6.0,0.0,0.0,0.0,0.0,239.0,80.0,52.0,28.0,275.0,6.0,60.0,0.0,1.0,6.0,13.0,9.0,9.0,1.26,6.0,1.0,0.0,0.0,2.0,3.0,0.42,2.0,0.0,0.0,0.0,1.0,0.0,24.0,13.0,15.0,4.0,5.0,15.0,23.0,65.2,8.0,98.0,32.0,32.7,65.0,19.0,14.0,13.0,1.0,0.0,12.0,18.0,17.0,0.0,463.0,23.0,163.0,219.0,102.0,7.0,397.0,9.0,16.0,56.3,10.0,0.0,274.0,1233.0,771.0,27.0,6.0,2.0,272.0,252.0,92.6,3.0,6.0,0.0,9.0,12.0,1.0,1.0,1.0,0.0,65.0,3.0,4.0,42.9
Mohamed Ali Cho,fr FRA,"FW,MF",Angers,17-017,2004,11.0,0.0,168.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.23,0.03,0.26,0.23,0.26,1.9,2.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.21,-0.4,-0.4,39.0,58.0,67.2,595.0,225.0,23.0,31.0,74.2,10.0,17.0,58.8,4.0,6.0,66.7,-0.1,1.0,3.0,2.0,2.0,3.0,58.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,46.0,5.0,7.0,41.0,9.0,2.0,0.0,4.0,0.0,0.0,4.0,3.0,3.0,1.61,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,6.0,0.0,1.0,4.0,25.0,3.0,55.0,22.0,40.0,2.0,33.0,20.0,7.0,0.0,0.0,7.0,3.0,0.0,0.0,104.0,1.0,13.0,47.0,55.0,9.0,104.0,3.0,7.0,42.9,3.0,0.0,79.0,373.0,278.0,16.0,8.0,1.0,110.0,73.0,66.4,13.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,2.0,5.0,28.6
Rachid Alioui,ma MAR,FW,Angers,28-232,1992,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,59.0,12.0,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,6.0,4.0,1.0,12.0,1.0,1.0,100.0,1.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,9.0,8.0,88.9,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
Saturnin Allagbé,bj BEN,GK,Dijon,27-075,1993,4.0,4.0,360.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,130.0,73.8,2566.0,1323.0,17.0,17.0,100.0,49.0,49.0,100.0,29.0,63.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,35.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,71.0,3.0,56.0,8.0,100.0,0.0,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0,123.0,141.0,0.0,0.0,0.0,106.0,2.0,2.0,100.0,2.0,0.0,75.0,254.0,99.0,0.0,0.0,0.0,69.0,69.0,100.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0
Ibrahim Amadou,fr FRA,MF,Angers,27-305,1993,13.0,10.0,813.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,0.15,0.02,0.17,0.15,0.17,9.0,8.0,3.0,0.0,37.5,0.89,0.33,0.0,0.0,0.17,-1.3,-1.3,311.0,370.0,84.1,5704.0,1743.0,133.0,156.0,85.3,137.0,151.0,90.7,36.0,49.0,73.5,-0.2,3.0,24.0,1.0,0.0,30.0,362.0,8.0,8.0,1.0,61.0,7.0,2.0,0.0,0.0,0.0,0.0,297.0,26.0,47.0,28.0,315.0,14.0,0.0,0.0,0.0,4.0,9.0,6.0,13.0,1.44,9.0,0.0,0.0,2.0,0.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,28.0,20.0,9.0,17.0,2.0,6.0,24.0,25.0,18.0,228.0,55.0,24.1,77.0,130.0,21.0,9.0,1.0,0.0,8.0,12.0,18.0,0.0,459.0,19.0,121.0,297.0,57.0,11.0,451.0,5.0,6.0,83.3,5.0,0.0,290.0,1027.0,547.0,16.0,4.0,4.0,327.0,298.0,91.1,4.0,12.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,77.0,16.0,10.0,61.5
Romain Amalfitano,fr FRA,"FW,DF",Dijon,31-162,1989,2.0,1.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,1.3,2.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.02,0.0,0.0,47.0,58.0,81.0,1006.0,342.0,15.0,16.0,93.8,22.0,28.0,78.6,10.0,14.0,71.4,0.0,1.0,5.0,0.0,0.0,8.0,52.0,6.0,1.0,0.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,42.0,8.0,8.0,4.0,48.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,2.0,1.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,5.0,40.0,3.0,13.0,2.0,15.4,9.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,69.0,4.0,20.0,33.0,24.0,0.0,63.0,1.0,1.0,100.0,1.0,0.0,44.0,313.0,188.0,13.0,3.0,0.0,53.0,47.0,88.7,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,50.0
Jordan Amavi,fr FRA,DF,Marseille,26-333,1994,9.0,9.0,738.0,1.0,0.0,0.0,0.0,3.0,1.0,0.12,0.0,0.12,0.12,0.12,0.2,0.2,0.3,0.03,0.03,0.06,0.03,0.06,8.2,4.0,1.0,0.0,25.0,0.49,0.12,0.25,1.0,0.05,0.8,0.8,322.0,401.0,80.3,5974.0,1782.0,154.0,179.0,86.0,115.0,145.0,79.3,46.0,58.0,79.3,-0.3,5.0,14.0,6.0,1.0,21.0,332.0,69.0,7.0,0.0,59.0,13.0,8.0,0.0,0.0,0.0,0.0,205.0,110.0,86.0,218.0,82.0,22.0,62.0,2.0,1.0,9.0,2.0,14.0,15.0,1.83,7.0,1.0,1.0,1.0,5.0,5.0,0.61,2.0,0.0,0.0,1.0,2.0,0.0,19.0,11.0,16.0,2.0,1.0,8.0,10.0,80.0,2.0,75.0,14.0,18.7,46.0,20.0,9.0,29.0,4.0,0.0,25.0,12.0,33.0,1.0,524.0,35.0,192.0,261.0,107.0,9.0,461.0,11.0,19.0,57.9,12.0,0.0,269.0,1207.0,674.0,29.0,12.0,3.0,300.0,276.0,92.0,6.0,12.0,0.0,9.0,13.0,1.0,1.0,0.0,0.0,82.0,21.0,11.0,65.6
Thierry Ambrose,fr FRA,FW,Metz,23-314,1997,14.0,3.0,433.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.09,0.1,0.19,0.09,0.19,4.8,12.0,4.0,0.0,33.3,2.49,0.83,0.0,0.0,0.04,-0.4,-0.4,108.0,168.0,64.3,2185.0,597.0,44.0,72.0,61.1,39.0,54.0,72.2,20.0,29.0,69.0,-0.5,8.0,15.0,6.0,2.0,17.0,157.0,11.0,2.0,1.0,47.0,9.0,10.0,3.0,2.0,1.0,0.0,92.0,26.0,50.0,26.0,109.0,15.0,1.0,1.0,1.0,3.0,5.0,9.0,18.0,3.74,12.0,1.0,3.0,1.0,1.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,5.0,1.0,4.0,25.0,3.0,68.0,19.0,27.9,4.0,32.0,32.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,242.0,3.0,13.0,132.0,118.0,25.0,231.0,13.0,19.0,68.4,13.0,0.0,181.0,1035.0,553.0,25.0,13.0,4.0,286.0,185.0,64.7,13.0,28.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,30.0,17.0,16.0,51.5
Joachim Andersen,dk DEN,DF,Lyon,24-250,1996,3.0,2.0,192.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.14,0.0,0.14,0.14,0.14,2.1,5.0,0.0,1.0,0.0,2.34,0.0,0.0,0.0,0.06,-0.3,-0.3,105.0,117.0,89.7,2260.0,829.0,30.0,31.0,96.8,56.0,60.0,93.3,18.0,24.0,75.0,0.0,0.0,8.0,0.0,0.0,7.0,111.0,6.0,4.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,89.0,11.0,17.0,9.0,96.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,23.0,5.0,21.7,9.0,12.0,2.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,138.0,15.0,68.0,64.0,14.0,2.0,132.0,0.0,0.0,0.0,0.0,0.0,82.0,455.0,251.0,9.0,2.0,0.0,98.0,96.0,98.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,100.0
Benjamin André,fr FRA,MF,Lille,30-186,1990,21.0,21.0,1742.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9,0.03,0.05,0.08,0.03,0.08,19.4,11.0,4.0,0.0,36.4,0.57,0.21,0.0,0.0,0.05,-0.6,-0.6,1004.0,1176.0,85.4,17061.0,4287.0,485.0,529.0,91.7,380.0,435.0,87.4,104.0,142.0,73.2,-0.9,13.0,109.0,7.0,1.0,95.0,1157.0,19.0,18.0,2.0,167.0,21.0,2.0,0.0,0.0,0.0,0.0,846.0,171.0,159.0,154.0,910.0,71.0,1.0,4.0,4.0,17.0,17.0,29.0,35.0,1.81,32.0,0.0,2.0,0.0,1.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0,75.0,58.0,31.0,39.0,5.0,34.0,82.0,41.5,48.0,398.0,133.0,33.4,121.0,241.0,36.0,37.0,4.0,0.0,33.0,34.0,40.0,0.0,1413.0,41.0,291.0,949.0,243.0,23.0,1396.0,18.0,28.0,64.3,19.0,0.0,826.0,3789.0,1759.0,84.0,21.0,1.0,1016.0,923.0,90.8,16.0,36.0,0.0,39.0,32.0,0.0,0.0,0.0,0.0,249.0,53.0,34.0,60.9
Victorien Angban,ci CIV,MF,Metz,24-129,1996,21.0,19.0,1472.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,0.5,0.02,0.03,0.05,0.02,0.05,16.4,4.0,1.0,0.0,25.0,0.24,0.06,0.0,0.0,0.07,-0.3,-0.3,676.0,768.0,88.0,13422.0,3129.0,251.0,268.0,93.7,312.0,347.0,89.9,108.0,136.0,79.4,0.5,12.0,60.0,8.0,1.0,57.0,750.0,18.0,14.0,0.0,117.0,21.0,6.0,0.0,0.0,0.0,0.0,599.0,83.0,86.0,88.0,649.0,19.0,4.0,0.0,1.0,12.0,15.0,14.0,24.0,1.47,23.0,0.0,0.0,0.0,1.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,31.0,26.0,15.0,14.0,2.0,15.0,33.0,45.5,18.0,202.0,75.0,37.1,75.0,107.0,20.0,27.0,4.0,0.0,23.0,9.0,8.0,0.0,911.0,21.0,223.0,561.0,194.0,9.0,895.0,23.0,30.0,76.7,23.0,0.0,693.0,3313.0,1541.0,55.0,16.0,0.0,680.0,643.0,94.6,18.0,30.0,0.0,25.0,24.0,0.0,0.0,0.0,0.0,168.0,9.0,18.0,33.3
Houssem Aouar,fr FRA,MF,Lyon,22-220,1998,18.0,15.0,1171.0,3.0,3.0,2.0,2.0,2.0,1.0,0.23,0.23,0.46,0.08,0.31,7.0,5.5,2.8,0.54,0.21,0.75,0.42,0.63,13.0,44.0,13.0,0.0,29.5,3.38,1.0,0.02,0.08,0.13,-4.0,-4.5,561.0,671.0,83.6,8789.0,2480.0,305.0,339.0,90.0,205.0,235.0,87.2,37.0,61.0,60.7,0.2,24.0,58.0,18.0,1.0,67.0,647.0,24.0,7.0,3.0,77.0,11.0,14.0,10.0,3.0,1.0,0.0,566.0,65.0,40.0,71.0,583.0,11.0,3.0,0.0,2.0,9.0,22.0,20.0,65.0,5.0,44.0,1.0,8.0,5.0,4.0,10.0,0.77,7.0,0.0,0.0,3.0,0.0,0.0,10.0,8.0,0.0,7.0,3.0,3.0,16.0,18.8,13.0,183.0,56.0,30.6,28.0,90.0,65.0,6.0,1.0,0.0,5.0,8.0,2.0,0.0,844.0,6.0,80.0,439.0,392.0,87.0,820.0,33.0,51.0,64.7,36.0,0.0,662.0,3311.0,2104.0,102.0,26.0,15.0,815.0,696.0,85.4,29.0,36.0,0.0,13.0,14.0,1.0,0.0,0.0,0.0,84.0,6.0,9.0,40.0
Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,18-205,2002,21.0,14.0,1117.0,2.0,3.0,0.0,0.0,1.0,0.0,0.16,0.24,0.4,0.16,0.4,2.5,2.5,3.3,0.21,0.27,0.47,0.21,0.47,12.4,17.0,8.0,1.0,47.1,1.37,0.64,0.12,0.25,0.15,-0.5,-0.5,364.0,525.0,69.3,6983.0,2282.0,179.0,216.0,82.9,102.0,139.0,73.4,71.0,148.0,48.0,-0.3,36.0,42.0,14.0,3.0,35.0,437.0,88.0,32.0,4.0,81.0,39.0,28.0,51.0,18.0,22.0,6.0,329.0,59.0,137.0,73.0,428.0,9.0,4.0,6.0,1.0,9.0,23.0,12.0,56.0,4.51,32.0,20.0,1.0,0.0,3.0,6.0,0.48,5.0,1.0,0.0,0.0,0.0,0.0,17.0,6.0,4.0,8.0,5.0,8.0,32.0,25.0,24.0,203.0,61.0,30.0,40.0,96.0,67.0,11.0,1.0,0.0,10.0,2.0,5.0,0.0,674.0,7.0,80.0,367.0,283.0,32.0,590.0,26.0,43.0,60.5,29.0,4.0,460.0,2787.0,1569.0,76.0,19.0,10.0,565.0,473.0,83.7,24.0,31.0,0.0,9.0,24.0,2.0,0.0,0.0,0.0,66.0,7.0,17.0,29.2
Dennis Appiah,fr FRA,DF,Nantes,28-241,1992,13.0,9.0,878.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,0.0,0.21,0.1,0.1,0.9,0.01,0.09,0.1,0.01,0.1,9.8,3.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.03,-0.1,-0.1,377.0,519.0,72.6,6275.0,3241.0,193.0,225.0,85.8,150.0,201.0,74.6,31.0,72.0,43.1,1.1,6.0,23.0,7.0,2.0,41.0,416.0,103.0,8.0,0.0,50.0,7.0,23.0,0.0,0.0,0.0,0.0,284.0,118.0,117.0,59.0,321.0,32.0,95.0,2.0,1.0,12.0,14.0,19.0,14.0,1.44,12.0,0.0,1.0,0.0,0.0,3.0,0.31,2.0,0.0,1.0,0.0,0.0,0.0,33.0,16.0,22.0,8.0,3.0,18.0,36.0,50.0,18.0,168.0,65.0,38.7,92.0,51.0,25.0,22.0,3.0,0.0,19.0,11.0,32.0,0.0,629.0,33.0,227.0,291.0,146.0,9.0,527.0,6.0,9.0,66.7,7.0,0.0,308.0,1546.0,871.0,44.0,14.0,2.0,353.0,319.0,90.4,7.0,10.0,0.0,9.0,2.0,1.0,0.0,1.0,0.0,105.0,19.0,7.0,73.1
Luiz Araújo,br BRA,MF,Lille,24-248,1996,15.0,10.0,883.0,3.0,2.0,0.0,0.0,3.0,0.0,0.31,0.2,0.51,0.31,0.51,2.6,2.6,1.8,0.27,0.18,0.45,0.27,0.45,9.8,34.0,7.0,1.0,20.6,3.47,0.71,0.09,0.43,0.08,0.4,0.4,284.0,356.0,79.8,5630.0,1500.0,120.0,145.0,82.8,114.0,136.0,83.8,44.0,61.0,72.1,0.2,14.0,33.0,10.0,2.0,38.0,346.0,10.0,1.0,3.0,50.0,14.0,14.0,2.0,1.0,1.0,0.0,246.0,51.0,59.0,288.0,43.0,16.0,6.0,0.0,2.0,6.0,6.0,12.0,34.0,3.47,21.0,0.0,9.0,2.0,1.0,4.0,0.41,3.0,0.0,0.0,1.0,0.0,0.0,26.0,17.0,11.0,11.0,4.0,2.0,18.0,11.1,16.0,164.0,41.0,25.0,38.0,82.0,44.0,13.0,2.0,0.0,11.0,11.0,1.0,0.0,507.0,7.0,63.0,252.0,253.0,33.0,497.0,29.0,49.0,59.2,31.0,2.0,385.0,2575.0,1542.0,79.0,22.0,9.0,435.0,362.0,83.2,17.0,20.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,76.0,5.0,17.0,22.7
Karim Aribi,dz ALG,FW,Nîmes,26-226,1994,9.0,2.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.37,0.09,0.46,0.37,0.46,2.7,9.0,2.0,0.0,22.2,3.36,0.75,0.0,0.0,0.11,-1.0,-1.0,35.0,54.0,64.8,462.0,76.0,23.0,32.0,71.9,11.0,16.0,68.8,0.0,3.0,0.0,-0.2,2.0,0.0,1.0,0.0,4.0,45.0,9.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,9.0,12.0,8.0,34.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,2.24,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,47.0,12.0,25.5,6.0,19.0,22.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,90.0,2.0,14.0,41.0,44.0,14.0,81.0,3.0,6.0,50.0,3.0,0.0,44.0,185.0,86.0,3.0,2.0,1.0,155.0,61.0,39.4,10.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,31.0,22.5
