player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Bingourou Kamara,sn SEN,GK,Strasbourg,24-107,1996,8.0,8.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,247.0,67.2,5782.0,4212.0,24.0,24.0,100.0,61.0,62.0,98.4,80.0,160.0,50.0,0.0,0.0,3.0,0.0,0.0,0.0,174.0,73.0,17.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,98.0,9.0,140.0,11.0,183.0,0.0,0.0,45.0,0.0,5.0,1.0,0.0,4.0,0.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,233.0,265.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,124.0,492.0,198.0,0.0,0.0,0.0,117.0,116.0,99.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0
Boubacar Kamara,fr FRA,MF,Marseille,21-074,1999,19.0,19.0,1555.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.06,0.06,0.0,0.06,0.6,0.6,0.4,0.03,0.02,0.06,0.03,0.06,17.3,15.0,6.0,0.0,40.0,0.87,0.35,0.0,0.0,0.04,-0.6,-0.6,873.0,1026.0,85.1,16498.0,5022.0,419.0,465.0,90.1,302.0,336.0,89.9,135.0,187.0,72.2,0.6,8.0,86.0,6.0,0.0,78.0,967.0,59.0,57.0,1.0,147.0,39.0,4.0,0.0,0.0,0.0,0.0,744.0,84.0,198.0,117.0,829.0,43.0,2.0,2.0,3.0,15.0,16.0,19.0,32.0,1.85,22.0,0.0,2.0,2.0,4.0,5.0,0.29,3.0,0.0,0.0,0.0,2.0,0.0,52.0,38.0,20.0,28.0,4.0,19.0,45.0,42.2,26.0,286.0,99.0,34.6,93.0,163.0,30.0,33.0,4.0,0.0,29.0,14.0,38.0,0.0,1231.0,56.0,350.0,815.0,143.0,15.0,1183.0,14.0,24.0,58.3,15.0,1.0,816.0,3732.0,1993.0,74.0,26.0,4.0,867.0,820.0,94.6,11.0,23.0,0.0,23.0,33.0,0.0,0.0,0.0,0.0,205.0,47.0,25.0,65.3
Hassane Kamara,fr FRA,DF,Nice,26-139,1994,20.0,18.0,1597.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,0.4,0.4,1.3,0.02,0.07,0.1,0.02,0.1,17.7,12.0,1.0,0.0,8.3,0.68,0.06,0.0,0.0,0.03,-0.4,-0.4,845.0,1040.0,81.3,14856.0,4882.0,398.0,446.0,89.2,355.0,413.0,86.0,79.0,149.0,53.0,-0.3,17.0,46.0,26.0,13.0,75.0,906.0,134.0,10.0,3.0,126.0,28.0,59.0,1.0,0.0,0.0,1.0,690.0,167.0,183.0,768.0,108.0,22.0,123.0,3.0,2.0,28.0,23.0,24.0,32.0,1.8,26.0,0.0,2.0,1.0,3.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,37.0,15.0,20.0,14.0,3.0,15.0,29.0,51.7,14.0,174.0,45.0,25.9,68.0,64.0,42.0,32.0,3.0,0.0,29.0,16.0,31.0,1.0,1242.0,52.0,390.0,582.0,374.0,26.0,1112.0,16.0,30.0,53.3,18.0,1.0,806.0,4747.0,2913.0,131.0,42.0,7.0,939.0,840.0,89.5,24.0,24.0,0.0,14.0,22.0,1.0,0.0,0.0,0.0,139.0,21.0,19.0,52.5
Wilfried Kanga,fr FRA,FW,Angers,22-350,1998,2.0,2.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.18,0.0,0.18,0.18,0.18,1.5,1.0,1.0,0.0,100.0,0.68,0.68,0.0,0.0,0.26,-0.3,-0.3,14.0,17.0,82.4,189.0,21.0,8.0,8.0,100.0,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,4.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,27.0,4.0,14.8,2.0,10.0,15.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,28.0,2.0,2.0,13.0,14.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,15.0,76.0,40.0,2.0,1.0,1.0,40.0,17.0,42.5,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,16.7
Eiji Kawashima,jp JPN,GK,Strasbourg,37-322,1983,15.0,15.0,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,0.07,0.0,0.0,0.0,0.03,0.0,0.0,307.0,437.0,70.3,11396.0,8227.0,34.0,34.0,100.0,115.0,115.0,100.0,155.0,283.0,54.8,0.0,0.0,6.0,1.0,0.0,0.0,288.0,149.0,38.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,167.0,21.0,249.0,43.0,308.0,1.0,0.0,53.0,0.0,11.0,1.0,2.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,414.0,467.0,2.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,212.0,1126.0,546.0,0.0,0.0,0.0,186.0,185.0,99.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,69.0,0.0,0.0,0.0
Moise Kean,it ITA,FW,Paris S-G,20-343,2000,15.0,14.0,1054.0,9.0,0.0,0.0,0.0,2.0,0.0,0.77,0.0,0.77,0.77,0.77,7.4,7.4,0.8,0.63,0.07,0.7,0.63,0.7,11.7,34.0,13.0,0.0,38.2,2.9,1.11,0.26,0.69,0.22,1.6,1.6,129.0,167.0,77.2,1648.0,235.0,80.0,99.0,80.8,24.0,36.0,66.7,7.0,8.0,87.5,-0.8,5.0,5.0,5.0,0.0,10.0,151.0,16.0,0.0,1.0,37.0,4.0,8.0,0.0,0.0,0.0,0.0,132.0,23.0,12.0,14.0,136.0,7.0,1.0,5.0,1.0,1.0,8.0,6.0,13.0,1.11,8.0,0.0,2.0,1.0,1.0,2.0,0.17,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,2.0,3.0,6.0,50.0,3.0,94.0,21.0,22.3,6.0,34.0,54.0,5.0,1.0,0.0,4.0,1.0,4.0,0.0,273.0,4.0,18.0,101.0,171.0,64.0,257.0,14.0,28.0,50.0,17.0,2.0,170.0,864.0,462.0,26.0,7.0,9.0,382.0,198.0,51.8,13.0,20.0,0.0,18.0,4.0,4.0,0.0,0.0,0.0,34.0,11.0,10.0,52.4
Thilo Kehrer,de GER,DF,Paris S-G,24-137,1996,13.0,9.0,908.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.06,0.0,0.06,0.06,0.06,10.1,5.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.12,-0.6,-0.6,753.0,798.0,94.4,13146.0,4142.0,316.0,333.0,94.9,382.0,395.0,96.7,48.0,58.0,82.8,0.0,1.0,33.0,1.0,0.0,34.0,777.0,21.0,14.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,712.0,50.0,36.0,263.0,486.0,31.0,7.0,2.0,0.0,2.0,7.0,5.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,3.0,1.0,5.0,9.0,55.6,4.0,80.0,33.0,41.3,42.0,36.0,2.0,14.0,2.0,0.0,12.0,3.0,28.0,2.0,863.0,75.0,321.0,553.0,36.0,5.0,844.0,2.0,4.0,50.0,2.0,0.0,639.0,2879.0,1477.0,43.0,7.0,0.0,673.0,662.0,98.4,1.0,1.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,120.0,16.0,15.0,51.6
Saîf-Eddine Khaoui,tn TUN,"DF,MF",Marseille,25-284,1995,8.0,0.0,181.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.5,0.5,0.0,0.5,0.2,0.2,0.2,0.12,0.1,0.22,0.12,0.22,2.0,4.0,3.0,0.0,75.0,1.99,1.49,0.0,0.0,0.06,-0.2,-0.2,91.0,122.0,74.6,1638.0,886.0,40.0,49.0,81.6,40.0,50.0,80.0,10.0,19.0,52.6,0.8,3.0,8.0,3.0,0.0,15.0,93.0,29.0,0.0,0.0,11.0,1.0,4.0,2.0,0.0,0.0,2.0,54.0,41.0,27.0,87.0,3.0,4.0,27.0,1.0,0.0,2.0,4.0,6.0,5.0,2.49,4.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,1.0,3.0,4.0,6.0,66.7,2.0,42.0,14.0,33.3,19.0,18.0,5.0,5.0,0.0,0.0,5.0,4.0,4.0,0.0,154.0,1.0,41.0,72.0,51.0,3.0,125.0,5.0,8.0,62.5,5.0,0.0,82.0,360.0,196.0,11.0,5.0,0.0,88.0,70.0,79.5,1.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,29.0,2.0,4.0,33.3
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,29-363,1991,10.0,4.0,366.0,1.0,0.0,1.0,1.0,3.0,1.0,0.25,0.0,0.25,0.0,0.0,1.1,0.4,0.4,0.27,0.1,0.37,0.09,0.19,4.1,6.0,0.0,1.0,0.0,1.48,0.0,0.0,0.0,0.06,-0.1,-0.4,89.0,133.0,66.9,1980.0,697.0,41.0,56.0,73.2,22.0,30.0,73.3,24.0,39.0,61.5,-0.4,5.0,19.0,7.0,2.0,20.0,118.0,15.0,10.0,0.0,23.0,8.0,10.0,1.0,0.0,0.0,1.0,77.0,23.0,33.0,8.0,116.0,2.0,4.0,2.0,1.0,5.0,4.0,7.0,11.0,2.7,7.0,3.0,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,9.0,5.0,3.0,4.0,2.0,3.0,7.0,42.9,4.0,69.0,27.0,39.1,10.0,32.0,27.0,5.0,0.0,0.0,5.0,1.0,1.0,0.0,189.0,4.0,19.0,121.0,64.0,10.0,173.0,10.0,19.0,52.6,13.0,1.0,141.0,748.0,474.0,27.0,7.0,3.0,189.0,136.0,72.0,7.0,13.0,0.0,7.0,8.0,1.0,1.0,0.0,0.0,20.0,1.0,11.0,8.3
Presnel Kimpembe,fr FRA,DF,Paris S-G,25-176,1995,14.0,12.0,1047.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.01,0.02,0.03,0.01,0.03,11.6,1.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,-0.1,-0.1,850.0,893.0,95.2,15277.0,5044.0,374.0,385.0,97.1,387.0,401.0,96.5,76.0,89.0,85.4,-0.3,2.0,76.0,1.0,0.0,46.0,868.0,25.0,23.0,0.0,71.0,9.0,1.0,0.0,0.0,0.0,0.0,805.0,46.0,42.0,755.0,103.0,25.0,2.0,0.0,2.0,5.0,5.0,4.0,6.0,0.52,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,14.0,14.0,0.0,8.0,14.0,57.1,6.0,102.0,32.0,31.4,50.0,41.0,11.0,23.0,11.0,0.0,12.0,7.0,39.0,2.0,1000.0,112.0,409.0,613.0,31.0,7.0,980.0,4.0,6.0,66.7,4.0,0.0,718.0,3557.0,2085.0,59.0,11.0,0.0,770.0,760.0,98.7,3.0,1.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,113.0,14.0,7.0,66.7
Randal Kolo Muani,fr FRA,FW,Nantes,22-062,1998,22.0,20.0,1738.0,3.0,1.0,0.0,0.0,2.0,0.0,0.16,0.05,0.21,0.16,0.21,5.5,5.5,4.1,0.28,0.21,0.5,0.28,0.5,19.3,40.0,15.0,0.0,37.5,2.07,0.78,0.08,0.2,0.14,-2.5,-2.5,240.0,357.0,67.2,3218.0,606.0,152.0,201.0,75.6,55.0,92.0,59.8,16.0,25.0,64.0,-3.1,25.0,13.0,11.0,2.0,20.0,334.0,23.0,0.0,2.0,76.0,5.0,21.0,0.0,0.0,0.0,0.0,230.0,73.0,54.0,18.0,271.0,21.0,0.0,14.0,1.0,5.0,10.0,19.0,56.0,2.9,35.0,0.0,10.0,2.0,7.0,7.0,0.36,2.0,0.0,2.0,1.0,2.0,0.0,14.0,8.0,1.0,8.0,5.0,2.0,12.0,16.7,10.0,258.0,75.0,29.1,20.0,121.0,117.0,12.0,2.0,0.0,10.0,7.0,18.0,0.0,628.0,20.0,49.0,293.0,329.0,101.0,605.0,31.0,59.0,52.5,34.0,0.0,410.0,2200.0,1561.0,88.0,17.0,26.0,825.0,434.0,52.6,44.0,54.0,0.0,34.0,42.0,13.0,2.0,0.0,0.0,98.0,39.0,95.0,29.1
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,29-127,1991,17.0,17.0,1452.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.05,0.01,0.06,0.05,0.06,16.1,10.0,2.0,0.0,20.0,0.62,0.12,0.0,0.0,0.07,-0.7,-0.7,828.0,970.0,85.4,17499.0,6598.0,269.0,305.0,88.2,410.0,442.0,92.8,146.0,207.0,70.5,-0.2,1.0,36.0,3.0,1.0,66.0,918.0,52.0,35.0,0.0,81.0,16.0,3.0,0.0,0.0,0.0,0.0,717.0,98.0,155.0,818.0,43.0,61.0,17.0,1.0,1.0,18.0,14.0,15.0,8.0,0.5,6.0,0.0,0.0,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,18.0,6.0,0.0,10.0,24.0,41.7,14.0,144.0,55.0,38.2,82.0,57.0,5.0,28.0,13.0,1.0,15.0,17.0,78.0,2.0,1138.0,148.0,664.0,498.0,44.0,13.0,1086.0,1.0,1.0,100.0,1.0,0.0,631.0,4087.0,2318.0,36.0,2.0,0.0,734.0,720.0,98.1,5.0,3.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,200.0,47.0,27.0,63.5
Ghislain Konan,ci CIV,DF,Reims,25-040,1995,18.0,16.0,1472.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,0.9,0.01,0.05,0.07,0.01,0.07,16.4,5.0,1.0,0.0,20.0,0.31,0.06,0.0,0.0,0.05,-0.2,-0.2,628.0,808.0,77.7,10614.0,4349.0,286.0,335.0,85.4,287.0,351.0,81.8,46.0,90.0,51.1,0.1,11.0,35.0,11.0,5.0,81.0,662.0,146.0,16.0,0.0,86.0,8.0,21.0,0.0,0.0,0.0,0.0,510.0,155.0,143.0,582.0,62.0,29.0,130.0,0.0,1.0,18.0,22.0,28.0,26.0,1.59,20.0,1.0,4.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,43.0,24.0,26.0,12.0,5.0,15.0,31.0,48.4,16.0,151.0,45.0,29.8,89.0,49.0,13.0,31.0,5.0,0.0,26.0,17.0,47.0,0.0,986.0,75.0,349.0,504.0,225.0,13.0,852.0,31.0,41.0,75.6,31.0,0.0,616.0,3506.0,2384.0,107.0,41.0,5.0,601.0,545.0,90.7,15.0,19.0,0.0,15.0,17.0,1.0,0.0,1.0,0.0,152.0,17.0,13.0,56.7
Moussa Konaté,sn SEN,FW,Dijon,27-308,1993,16.0,9.0,766.0,3.0,0.0,0.0,0.0,3.0,0.0,0.35,0.0,0.35,0.35,0.35,2.4,2.4,0.5,0.29,0.06,0.35,0.29,0.35,8.5,20.0,6.0,0.0,30.0,2.35,0.7,0.15,0.5,0.12,0.6,0.6,144.0,188.0,76.6,2219.0,321.0,73.0,95.0,76.8,54.0,68.0,79.4,8.0,11.0,72.7,-0.5,4.0,13.0,6.0,1.0,11.0,168.0,20.0,1.0,0.0,46.0,1.0,2.0,0.0,0.0,0.0,0.0,127.0,32.0,29.0,26.0,131.0,7.0,0.0,8.0,0.0,4.0,0.0,6.0,11.0,1.29,7.0,0.0,1.0,1.0,1.0,2.0,0.23,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,13.0,7.7,12.0,93.0,24.0,25.8,4.0,58.0,31.0,9.0,1.0,0.0,8.0,4.0,7.0,0.0,283.0,7.0,24.0,162.0,111.0,31.0,264.0,3.0,5.0,60.0,3.0,0.0,158.0,628.0,233.0,12.0,4.0,2.0,427.0,201.0,47.1,24.0,10.0,0.0,18.0,17.0,8.0,0.0,0.0,0.0,34.0,18.0,32.0,36.0
Lamine Koné,ci CIV,DF,Strasbourg,32-004,1989,8.0,5.0,434.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.04,0.0,0.05,0.04,0.05,4.8,2.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.11,-0.2,-0.2,188.0,228.0,82.5,4902.0,1747.0,40.0,48.0,83.3,84.0,93.0,90.3,61.0,81.0,75.3,0.0,1.0,17.0,0.0,0.0,16.0,209.0,19.0,19.0,0.0,22.0,15.0,1.0,0.0,0.0,0.0,0.0,144.0,23.0,61.0,30.0,173.0,14.0,0.0,4.0,0.0,1.0,4.0,4.0,3.0,0.62,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,6.0,2.0,0.0,4.0,4.0,100.0,0.0,29.0,9.0,31.0,19.0,9.0,1.0,6.0,1.0,0.0,5.0,1.0,21.0,0.0,266.0,28.0,165.0,120.0,5.0,2.0,250.0,0.0,1.0,0.0,0.0,0.0,142.0,1135.0,643.0,17.0,2.0,0.0,163.0,162.0,99.4,2.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,47.0,12.0,8.0,60.0
Moussa Koné,sn SEN,"FW,MF",Nîmes,24-037,1996,17.0,6.0,617.0,2.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,2.0,2.0,0.7,0.29,0.1,0.39,0.29,0.39,6.9,8.0,5.0,0.0,62.5,1.17,0.73,0.25,0.4,0.25,0.0,0.0,103.0,126.0,81.7,1820.0,292.0,47.0,55.0,85.5,41.0,48.0,85.4,13.0,15.0,86.7,-0.7,5.0,9.0,3.0,1.0,9.0,113.0,13.0,0.0,1.0,18.0,6.0,2.0,0.0,0.0,0.0,0.0,97.0,19.0,10.0,10.0,107.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,9.0,1.31,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0,4.0,3.0,2.0,11.0,18.2,9.0,71.0,23.0,32.4,6.0,43.0,22.0,5.0,1.0,0.0,4.0,0.0,6.0,0.0,197.0,5.0,13.0,123.0,73.0,16.0,184.0,14.0,20.0,70.0,14.0,0.0,130.0,654.0,325.0,16.0,5.0,5.0,292.0,130.0,44.5,17.0,16.0,0.0,7.0,12.0,6.0,0.0,0.0,0.0,34.0,6.0,21.0,22.2
Laurent Koscielny,fr FRA,DF,Bordeaux,35-148,1985,16.0,15.0,1385.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.9,0.9,1.0,0.06,0.06,0.12,0.06,0.12,15.4,5.0,1.0,0.0,20.0,0.32,0.06,0.0,0.0,0.19,-0.9,-0.9,686.0,772.0,88.9,16307.0,5231.0,137.0,161.0,85.1,390.0,408.0,95.6,156.0,189.0,82.5,0.0,5.0,29.0,2.0,0.0,31.0,747.0,25.0,24.0,0.0,82.0,21.0,0.0,0.0,0.0,0.0,0.0,608.0,65.0,99.0,84.0,630.0,34.0,1.0,2.0,0.0,12.0,8.0,12.0,11.0,0.71,10.0,0.0,0.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,15.0,5.0,0.0,8.0,13.0,61.5,5.0,113.0,56.0,49.6,74.0,35.0,4.0,31.0,18.0,0.0,13.0,22.0,84.0,1.0,926.0,151.0,615.0,362.0,15.0,8.0,902.0,0.0,0.0,0.0,0.0,0.0,588.0,3552.0,1701.0,14.0,1.0,0.0,610.0,596.0,97.7,1.0,1.0,0.0,10.0,15.0,1.0,0.0,0.0,0.0,143.0,37.0,19.0,66.1
Boubakar Kouyaté,ml MLI,DF,Metz,23-296,1997,13.0,10.0,937.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.07,0.01,0.08,0.07,0.08,10.4,7.0,2.0,0.0,28.6,0.67,0.19,0.0,0.0,0.1,-0.7,-0.7,290.0,337.0,86.1,5976.0,1640.0,83.0,91.0,91.2,158.0,171.0,92.4,46.0,71.0,64.8,-0.1,1.0,6.0,0.0,0.0,12.0,326.0,11.0,11.0,0.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,251.0,24.0,62.0,87.0,216.0,17.0,0.0,2.0,1.0,4.0,4.0,2.0,3.0,0.29,2.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,43.0,21.0,31.0,12.0,0.0,22.0,38.0,57.9,16.0,125.0,48.0,38.4,82.0,42.0,1.0,29.0,20.0,2.0,9.0,21.0,102.0,2.0,541.0,125.0,387.0,165.0,14.0,9.0,531.0,1.0,1.0,100.0,1.0,0.0,250.0,1505.0,705.0,8.0,1.0,0.0,255.0,246.0,96.5,3.0,3.0,0.0,15.0,17.0,1.0,0.0,1.0,0.0,85.0,49.0,15.0,76.6
Jean-Philippe Krasso,fr FRA,FW,Saint-Étienne,23-203,1997,6.0,2.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.08,0.17,0.25,0.08,0.25,2.5,4.0,3.0,0.0,75.0,1.61,1.21,0.0,0.0,0.05,-0.2,-0.2,30.0,46.0,65.2,462.0,112.0,16.0,23.0,69.6,11.0,16.0,68.8,2.0,4.0,50.0,-0.4,3.0,2.0,2.0,0.0,5.0,43.0,3.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,10.0,8.0,30.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,2.42,4.0,0.0,1.0,1.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,100.0,0.0,50.0,17.0,34.0,2.0,20.0,28.0,5.0,1.0,0.0,4.0,3.0,1.0,0.0,86.0,2.0,8.0,48.0,36.0,12.0,83.0,4.0,7.0,57.1,5.0,0.0,53.0,150.0,66.0,3.0,1.0,0.0,104.0,55.0,52.9,8.0,9.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,11.0,2.0,5.0,28.6
Layvin Kurzawa,fr FRA,DF,Paris S-G,28-154,1992,13.0,9.0,815.0,1.0,1.0,0.0,0.0,2.0,1.0,0.11,0.11,0.22,0.11,0.22,0.5,0.5,1.4,0.05,0.15,0.2,0.05,0.2,9.1,7.0,2.0,0.0,28.6,0.77,0.22,0.14,0.5,0.06,0.5,0.5,569.0,639.0,89.0,8871.0,2943.0,308.0,327.0,94.2,205.0,228.0,89.9,38.0,61.0,62.3,-0.4,6.0,26.0,10.0,4.0,37.0,575.0,64.0,7.0,1.0,51.0,4.0,17.0,0.0,0.0,0.0,0.0,490.0,95.0,54.0,502.0,50.0,13.0,57.0,3.0,1.0,9.0,9.0,9.0,10.0,1.1,9.0,0.0,0.0,0.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,12.0,8.0,2.0,8.0,20.0,40.0,12.0,104.0,39.0,37.5,37.0,40.0,27.0,13.0,4.0,0.0,9.0,11.0,20.0,1.0,740.0,35.0,201.0,383.0,191.0,19.0,677.0,12.0,19.0,63.2,13.0,0.0,488.0,1680.0,918.0,46.0,13.0,3.0,536.0,501.0,93.5,11.0,7.0,0.0,22.0,5.0,1.0,0.0,0.0,0.0,96.0,22.0,9.0,71.0
