player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Aboubakar Kamara,fr FRA,"FW,DF",Fulham,25-335,1995,11.0,2.0,315.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.11,0.11,0.22,0.11,0.22,3.5,4.0,2.0,0.0,50.0,1.14,0.57,0.0,0.0,0.1,-0.4,-0.4,92.0,128.0,71.9,1499.0,404.0,46.0,57.0,80.7,35.0,41.0,85.4,7.0,21.0,33.3,-0.4,6.0,4.0,4.0,1.0,11.0,122.0,6.0,1.0,1.0,22.0,5.0,12.0,0.0,0.0,0.0,0.0,81.0,21.0,26.0,15.0,100.0,5.0,1.0,1.0,1.0,2.0,2.0,8.0,10.0,2.86,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,20.0,4.0,71.0,13.0,18.3,13.0,27.0,31.0,10.0,1.0,0.0,9.0,2.0,2.0,0.0,177.0,2.0,17.0,82.0,94.0,5.0,172.0,4.0,8.0,50.0,4.0,1.0,127.0,557.0,340.0,19.0,6.0,0.0,170.0,128.0,75.3,13.0,9.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,25.0,8.0,7.0,53.3
Harry Kane,eng ENG,FW,Tottenham,27-192,1993,19.0,19.0,1654.0,12.0,11.0,3.0,3.0,1.0,0.0,0.65,0.6,1.25,0.49,1.09,9.7,7.5,4.7,0.53,0.25,0.78,0.41,0.66,18.4,67.0,24.0,5.0,35.8,3.65,1.31,0.13,0.38,0.11,2.3,1.5,337.0,478.0,70.5,6644.0,2398.0,140.0,184.0,76.1,131.0,171.0,76.6,57.0,91.0,62.6,6.3,27.0,64.0,26.0,6.0,80.0,456.0,22.0,6.0,11.0,121.0,25.0,14.0,0.0,0.0,0.0,0.0,250.0,111.0,117.0,67.0,327.0,39.0,3.0,6.0,3.0,5.0,10.0,24.0,63.0,3.43,38.0,2.0,12.0,3.0,7.0,17.0,0.93,10.0,1.0,4.0,0.0,2.0,0.0,11.0,7.0,3.0,6.0,2.0,4.0,13.0,30.8,9.0,240.0,59.0,24.6,17.0,116.0,107.0,19.0,8.0,1.0,11.0,8.0,30.0,0.0,756.0,35.0,101.0,388.0,324.0,88.0,730.0,22.0,40.0,55.0,22.0,3.0,477.0,2486.0,1342.0,74.0,30.0,12.0,865.0,550.0,63.6,41.0,39.0,0.0,22.0,42.0,5.0,1.0,0.0,0.0,94.0,51.0,69.0,42.5
N'Golo Kanté,fr FRA,MF,Chelsea,29-313,1991,18.0,17.0,1495.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,0.8,0.02,0.05,0.07,0.02,0.07,16.6,4.0,1.0,0.0,25.0,0.24,0.06,0.0,0.0,0.07,-0.3,-0.3,911.0,1045.0,87.2,17325.0,3650.0,351.0,394.0,89.1,432.0,474.0,91.1,109.0,146.0,74.7,0.2,14.0,71.0,8.0,1.0,65.0,1027.0,18.0,15.0,0.0,123.0,34.0,6.0,0.0,0.0,0.0,0.0,798.0,118.0,129.0,139.0,849.0,42.0,3.0,2.0,2.0,12.0,21.0,14.0,30.0,1.81,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.0,27.0,26.0,2.0,19.0,46.0,41.3,27.0,336.0,117.0,34.8,147.0,144.0,45.0,41.0,3.0,0.0,38.0,37.0,18.0,0.0,1233.0,39.0,336.0,745.0,233.0,9.0,1216.0,18.0,23.0,78.3,18.0,1.0,788.0,3697.0,1938.0,65.0,23.0,0.0,879.0,828.0,94.2,13.0,20.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,207.0,14.0,23.0,37.8
Moise Kean,it ITA,FW,Everton,20-343,2000,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,0.2,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.03,0.0,0.0,7.0,9.0,77.8,124.0,0.0,2.0,3.0,66.7,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,6.0,8.0,4.0,14.0,0.0,3.0,0.0,0.0,0.0,11.0,84.0,56.0,2.0,1.0,1.0,13.0,12.0,92.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Michael Keane,eng ENG,DF,Everton,28-025,1993,19.0,18.0,1606.0,3.0,0.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,1.0,1.0,0.5,0.05,0.03,0.08,0.05,0.08,17.8,9.0,4.0,0.0,44.4,0.5,0.22,0.33,0.75,0.11,2.0,2.0,974.0,1096.0,88.9,21801.0,6864.0,217.0,238.0,91.2,575.0,605.0,95.0,170.0,234.0,72.6,-0.5,4.0,60.0,2.0,0.0,51.0,1071.0,25.0,20.0,2.0,77.0,24.0,0.0,0.0,0.0,0.0,0.0,834.0,84.0,178.0,251.0,763.0,51.0,0.0,0.0,2.0,6.0,7.0,9.0,10.0,0.56,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,12.0,3.0,2.0,5.0,16.0,31.3,11.0,92.0,34.0,37.0,58.0,28.0,6.0,35.0,20.0,0.0,15.0,15.0,88.0,1.0,1268.0,199.0,748.0,556.0,35.0,18.0,1243.0,0.0,1.0,0.0,0.0,0.0,780.0,4480.0,2692.0,52.0,4.0,0.0,942.0,928.0,98.5,3.0,6.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,153.0,57.0,18.0,76.0
Neeskens Kebano,cd COD,"FW,MF",Fulham,28-332,1992,5.0,1.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.22,0.0,0.22,0.22,0.22,1.3,6.0,0.0,1.0,0.0,4.54,0.0,0.0,0.0,0.05,-0.3,-0.3,33.0,42.0,78.6,409.0,99.0,25.0,25.0,100.0,6.0,11.0,54.5,1.0,3.0,33.3,0.0,0.0,1.0,0.0,0.0,2.0,40.0,2.0,2.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,31.0,6.0,5.0,11.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.27,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,30.0,9.0,30.0,4.0,13.0,13.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,67.0,1.0,7.0,22.0,43.0,4.0,65.0,3.0,6.0,50.0,3.0,0.0,47.0,289.0,151.0,7.0,3.0,1.0,64.0,49.0,76.6,4.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
Naby Keïta,gn GUI,MF,Liverpool,25-361,1995,7.0,6.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.1,0.13,0.23,0.1,0.23,4.4,7.0,1.0,0.0,14.3,1.59,0.23,0.0,0.0,0.07,-0.5,-0.5,229.0,259.0,88.4,3959.0,869.0,104.0,120.0,86.7,100.0,105.0,95.2,20.0,24.0,83.3,-0.6,3.0,23.0,8.0,0.0,25.0,249.0,10.0,2.0,0.0,44.0,4.0,2.0,0.0,0.0,0.0,0.0,208.0,31.0,20.0,19.0,225.0,11.0,1.0,0.0,1.0,2.0,3.0,4.0,10.0,2.28,8.0,0.0,0.0,2.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,1.0,1.0,1.0,14.0,7.1,13.0,119.0,34.0,28.6,15.0,58.0,46.0,8.0,0.0,0.0,8.0,10.0,2.0,0.0,313.0,1.0,35.0,210.0,88.0,18.0,303.0,8.0,10.0,80.0,8.0,0.0,221.0,943.0,499.0,28.0,7.0,2.0,259.0,233.0,90.0,9.0,11.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,41.0,3.0,5.0,37.5
Caoimhin Kelleher,ie IRL,GK,Liverpool,22-074,1998,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,62.0,82.3,1459.0,732.0,6.0,6.0,100.0,26.0,26.0,100.0,19.0,30.0,63.3,0.0,0.0,0.0,0.0,0.0,0.0,45.0,17.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,16.0,7.0,43.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,58.0,68.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,28.0,97.0,27.0,0.0,0.0,0.0,33.0,33.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Jonjoe Kenny,eng ENG,DF,Everton,23-327,1997,4.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,61.0,77.0,783.0,221.0,28.0,29.0,96.6,13.0,20.0,65.0,6.0,8.0,75.0,0.0,0.0,3.0,1.0,0.0,4.0,48.0,13.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,32.0,8.0,21.0,2.0,45.0,3.0,11.0,0.0,0.0,0.0,2.0,3.0,1.0,1.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,1.0,9.1,4.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,71.0,3.0,16.0,21.0,37.0,5.0,58.0,0.0,1.0,0.0,0.0,0.0,36.0,150.0,63.0,2.0,1.0,0.0,49.0,43.0,87.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Reda Khadra,de GER,FW,Brighton,19-216,2001,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,36.0,1.0,0.0,1.0,5.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Max Kilman,eng ENG,DF,Wolves,23-258,1997,13.0,11.0,1030.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,0.4,0.4,0.5,0.03,0.05,0.08,0.03,0.08,11.4,4.0,1.0,0.0,25.0,0.35,0.09,0.0,0.0,0.09,-0.4,-0.4,500.0,570.0,87.7,9377.0,3280.0,190.0,201.0,94.5,263.0,284.0,92.6,45.0,80.0,56.3,0.5,4.0,46.0,1.0,0.0,29.0,552.0,18.0,8.0,3.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,440.0,55.0,75.0,447.0,80.0,21.0,10.0,3.0,1.0,8.0,4.0,3.0,7.0,0.61,5.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,15.0,3.0,3.0,7.0,15.0,46.7,8.0,111.0,36.0,32.4,78.0,27.0,6.0,14.0,5.0,0.0,9.0,12.0,42.0,0.0,667.0,61.0,315.0,361.0,34.0,9.0,650.0,3.0,4.0,75.0,3.0,0.0,427.0,2191.0,1200.0,29.0,6.0,0.0,479.0,469.0,97.9,2.0,3.0,0.0,16.0,2.0,1.0,0.0,1.0,0.0,79.0,18.0,11.0,62.1
Joshua King,no NOR,FW,Everton,29-021,1992,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,13.0,3.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,3.0,1.0,33.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,28.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0
Mateusz Klich,pl POL,MF,Leeds United,30-237,1990,21.0,19.0,1664.0,3.0,5.0,2.0,2.0,5.0,0.0,0.16,0.27,0.43,0.05,0.32,2.8,1.2,3.1,0.15,0.17,0.31,0.07,0.23,18.5,23.0,7.0,0.0,30.4,1.24,0.38,0.04,0.14,0.05,0.2,-0.2,869.0,1092.0,79.6,15022.0,3981.0,426.0,486.0,87.7,312.0,376.0,83.0,103.0,167.0,61.7,1.9,37.0,82.0,31.0,6.0,106.0,1044.0,48.0,24.0,3.0,146.0,20.0,28.0,18.0,3.0,11.0,1.0,762.0,140.0,190.0,69.0,951.0,50.0,6.0,5.0,3.0,15.0,29.0,36.0,77.0,4.16,64.0,7.0,2.0,3.0,1.0,11.0,0.59,9.0,1.0,1.0,0.0,0.0,0.0,36.0,30.0,14.0,16.0,6.0,5.0,33.0,15.2,28.0,391.0,117.0,29.9,91.0,208.0,92.0,20.0,4.0,0.0,16.0,13.0,14.0,0.0,1258.0,26.0,200.0,627.0,512.0,57.0,1210.0,10.0,17.0,58.8,13.0,2.0,781.0,4356.0,2193.0,112.0,50.0,3.0,1100.0,921.0,83.7,22.0,21.0,0.0,36.0,15.0,2.0,0.0,1.0,0.0,189.0,14.0,14.0,50.0
Robin Koch,de GER,DF,Leeds United,24-203,1996,11.0,11.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.07,0.02,0.08,0.07,0.08,10.1,7.0,2.0,0.0,28.6,0.69,0.2,0.0,0.0,0.1,-0.7,-0.7,578.0,673.0,85.9,12381.0,3748.0,121.0,141.0,85.8,367.0,387.0,94.8,83.0,133.0,62.4,-0.2,4.0,32.0,2.0,0.0,38.0,659.0,14.0,13.0,1.0,64.0,15.0,1.0,0.0,0.0,0.0,0.0,506.0,50.0,117.0,71.0,536.0,35.0,1.0,4.0,2.0,9.0,8.0,4.0,8.0,0.79,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,13.0,7.0,0.0,9.0,18.0,50.0,9.0,122.0,33.0,27.0,68.0,52.0,2.0,24.0,11.0,0.0,13.0,7.0,29.0,2.0,764.0,140.0,456.0,321.0,31.0,9.0,750.0,0.0,0.0,0.0,0.0,0.0,491.0,2838.0,1867.0,28.0,4.0,0.0,530.0,523.0,98.7,0.0,5.0,0.0,14.0,5.0,0.0,0.0,2.0,0.0,140.0,33.0,21.0,61.1
Sead Kolašinac,ba BIH,DF,Arsenal,27-230,1993,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,64.0,84.4,801.0,177.0,30.0,35.0,85.7,22.0,24.0,91.7,1.0,3.0,33.3,0.0,0.0,3.0,1.0,0.0,4.0,60.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,9.0,6.0,54.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,14.0,36.0,18.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,51.0,170.0,113.0,5.0,1.0,0.0,52.0,50.0,96.2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,50.0
Ezri Konsa,eng ENG,DF,Aston Villa,23-105,1997,18.0,17.0,1576.0,2.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.11,0.11,0.11,0.7,0.7,0.0,0.04,0.0,0.04,0.04,0.04,17.5,9.0,4.0,0.0,44.4,0.51,0.23,0.22,0.5,0.08,1.3,1.3,505.0,584.0,86.5,11700.0,2449.0,109.0,126.0,86.5,294.0,317.0,92.7,98.0,132.0,74.2,0.0,0.0,16.0,1.0,0.0,12.0,560.0,24.0,23.0,0.0,64.0,17.0,1.0,0.0,0.0,0.0,0.0,427.0,55.0,102.0,59.0,461.0,34.0,1.0,1.0,1.0,13.0,2.0,3.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,13.0,3.0,1.0,5.0,7.0,71.4,2.0,107.0,35.0,32.7,63.0,36.0,8.0,29.0,19.0,0.0,10.0,8.0,82.0,0.0,748.0,148.0,437.0,310.0,29.0,14.0,730.0,3.0,6.0,50.0,3.0,0.0,422.0,1634.0,614.0,9.0,2.0,0.0,446.0,423.0,94.8,3.0,2.0,0.0,7.0,33.0,1.0,0.0,0.0,0.0,157.0,48.0,31.0,60.8
Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,31-046,1989,21.0,20.0,1773.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.8,0.8,0.1,0.04,0.01,0.04,0.04,0.04,19.7,7.0,2.0,0.0,28.6,0.36,0.1,0.14,0.5,0.11,0.2,0.2,591.0,754.0,78.4,11871.0,3530.0,215.0,258.0,83.3,264.0,306.0,86.3,103.0,171.0,60.2,-0.1,2.0,20.0,2.0,1.0,19.0,721.0,33.0,30.0,0.0,92.0,8.0,2.0,0.0,0.0,0.0,0.0,486.0,103.0,165.0,56.0,602.0,50.0,2.0,7.0,1.0,15.0,6.0,13.0,7.0,0.36,5.0,0.0,0.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,37.0,22.0,27.0,8.0,2.0,13.0,26.0,50.0,13.0,173.0,58.0,33.5,110.0,52.0,11.0,28.0,13.0,0.0,15.0,17.0,86.0,2.0,939.0,134.0,518.0,412.0,47.0,19.0,909.0,4.0,6.0,66.7,4.0,0.0,477.0,2314.0,1020.0,27.0,3.0,0.0,532.0,510.0,95.9,2.0,9.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,203.0,61.0,20.0,75.3
Mateo Kovačić,hr CRO,MF,Chelsea,26-275,1994,17.0,13.0,1085.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,0.6,0.6,1.0,0.05,0.09,0.14,0.05,0.14,12.1,14.0,2.0,0.0,14.3,1.16,0.17,0.0,0.0,0.04,-0.6,-0.6,899.0,978.0,91.9,17789.0,4043.0,347.0,371.0,93.5,407.0,428.0,95.1,136.0,162.0,84.0,0.0,12.0,105.0,11.0,0.0,89.0,965.0,13.0,12.0,1.0,84.0,32.0,7.0,0.0,0.0,0.0,0.0,834.0,67.0,77.0,33.0,928.0,10.0,0.0,2.0,1.0,7.0,8.0,12.0,26.0,2.16,23.0,0.0,1.0,0.0,2.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,14.0,12.0,2.0,5.0,19.0,26.3,14.0,188.0,56.0,29.8,53.0,96.0,39.0,11.0,1.0,0.0,10.0,16.0,8.0,0.0,1085.0,15.0,180.0,728.0,253.0,13.0,1076.0,20.0,25.0,80.0,20.0,1.0,857.0,4573.0,2334.0,113.0,30.0,4.0,987.0,925.0,93.7,9.0,10.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,80.0,6.0,10.0,37.5
Emil Krafth,se SWE,DF,Newcastle Utd,26-187,1994,5.0,4.0,378.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.02,0.0,0.02,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,195.0,73.8,2270.0,980.0,75.0,90.0,83.3,53.0,72.0,73.6,10.0,22.0,45.5,-0.1,2.0,4.0,1.0,1.0,8.0,153.0,42.0,1.0,0.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,91.0,57.0,47.0,3.0,134.0,10.0,41.0,0.0,1.0,3.0,8.0,9.0,5.0,1.19,4.0,1.0,0.0,0.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,0.0,3.0,4.0,75.0,1.0,51.0,16.0,31.4,28.0,17.0,6.0,8.0,3.0,0.0,5.0,3.0,18.0,0.0,240.0,25.0,110.0,88.0,53.0,4.0,199.0,1.0,3.0,33.3,1.0,0.0,109.0,522.0,312.0,17.0,5.0,1.0,129.0,117.0,90.7,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,35.0,10.0,8.0,55.6
Filip Krovinović,hr CRO,MF,West Brom,25-160,1995,11.0,5.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.04,0.05,0.09,0.04,0.09,6.1,8.0,2.0,0.0,25.0,1.32,0.33,0.0,0.0,0.03,-0.2,-0.2,308.0,365.0,84.4,5338.0,1511.0,140.0,156.0,89.7,127.0,147.0,86.4,31.0,44.0,70.5,-0.3,5.0,37.0,7.0,0.0,40.0,333.0,32.0,16.0,0.0,52.0,5.0,5.0,6.0,1.0,2.0,2.0,263.0,53.0,49.0,35.0,299.0,19.0,2.0,4.0,2.0,2.0,3.0,11.0,17.0,2.8,10.0,3.0,3.0,0.0,1.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,6.0,7.0,3.0,5.0,18.0,27.8,13.0,99.0,21.0,21.2,35.0,52.0,12.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,423.0,6.0,72.0,259.0,119.0,5.0,392.0,8.0,9.0,88.9,8.0,0.0,279.0,1706.0,923.0,44.0,13.0,2.0,324.0,288.0,88.9,7.0,8.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,70.0,8.0,13.0,38.1
