player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,minutes_90s,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Tom Davies,eng ENG,"MF,DF",Everton,22-245,1998,16.0,11.0,869.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,2.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,17.0,15.0,0.0,3.0,21.0,19.0,0.0,1.0,0.0
Keinan Davis,eng ENG,FW,Aston Villa,23-017,1998,5.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Leif Davis,eng ENG,DF,Leeds United,21-049,2000,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Craig Dawson,eng ENG,DF,West Ham,30-300,1990,11.0,11.0,990.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,11.0,9.0,3.0,33.3,0.82,0.27,0.22,0.67,0.0,8.0,8.0,1.0,0.0,18.0,7.0,0.0,0.0,0.0
Kevin De Bruyne,be BEL,MF,Manchester City,29-247,1991,20.0,18.0,1569.0,3.0,11.0,2.0,3.0,1.0,0.0,0.17,0.63,0.8,0.06,0.69,17.4,64.0,17.0,26.6,3.67,0.98,0.02,0.06,0.0,19.0,25.0,1.0,50.0,11.0,26.0,2.0,0.0,0.0
Liam Delap,eng ENG,FW,Manchester City,18-022,2003,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabian Delph,eng ENG,"MF,DF",Everton,31-101,1989,5.0,2.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0
Leander Dendoncker,be BEL,"MF,DF",Wolves,25-321,1995,21.0,19.0,1684.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,26.0,7.0,26.9,1.39,0.37,0.0,0.0,0.0,25.0,7.0,3.0,7.0,12.0,18.0,0.0,0.0,0.0
Mbaye Diagne,sn SEN,FW,West Brom,29-125,1991,6.0,5.0,464.0,1.0,1.0,0.0,0.0,1.0,0.0,0.19,0.19,0.39,0.19,0.39,5.2,10.0,4.0,40.0,1.94,0.78,0.1,0.25,0.0,4.0,7.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0
Ibrahima Diallo,fr FRA,MF,Southampton,21-359,1999,11.0,5.0,442.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,5.0,12.0,0.0,1.0,0.0
Grady Diangana,eng ENG,"MF,FW",West Brom,22-317,1998,16.0,14.0,1088.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,12.1,12.0,5.0,41.7,0.99,0.41,0.08,0.2,0.0,11.0,30.0,4.0,13.0,13.0,16.0,0.0,0.0,0.0
Raphael Dias Belloli,br BRA,MF,Leeds United,24-078,1996,21.0,18.0,1618.0,5.0,5.0,0.0,0.0,3.0,0.0,0.28,0.28,0.56,0.28,0.56,18.0,50.0,21.0,42.0,2.78,1.17,0.1,0.24,0.0,10.0,17.0,9.0,57.0,20.0,13.0,0.0,0.0,0.0
